table,permaticker,ticker,name,exchange,isdelisted,category,cusips,siccode,sicsector,sicindustry,famasector,famaindustry,sector,industry,scalemarketcap,scalerevenue,relatedtickers,currency,location,lastupdated,firstadded,firstpricedate,lastpricedate,firstquarter,lastquarter,secfilings,companysite
SF1,115717,MCDY,MICRODYNE CORP,NASDAQ,Y,Domestic,595067109,3576,Manufacturing,COMPUTER COMMUNICATIONS EQUIPMENT,,Computers,Technology,Communication Equipment,2 - Micro,2 - Micro,,USD,VIRGINIA U.S.A,2018-08-28,2018-08-28,1986-01-01,1999-02-22,1996-12-31,1998-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000065743,
SF1,115718,HBCO,HUNGARIAN BROADCASTING CORP,NASDAQ,Y,Domestic,445539109,4833,Transportation Communications Electric Gas and Sanitary Service,TELEVISION BROADCASTING STATIONS,,Communication,Consumer Cyclical,Broadcasting - TV,2 - Micro,1 - Nano,HBCOW,USD,NEW YORK U.S.A,2018-08-28,2018-08-28,1995-11-21,1999-06-22,1996-12-31,1998-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000932554,
SF1,115719,PTNA,PETERSEN COMPANIES INC,NYSE,Y,Domestic,716335104,2721,Manufacturing,PERIODICALS: PUBLISHING OR PUBLISHING & PRINTING,,Printing and Publishing,Industrials,Business Services,3 - Small,2 - Micro,PTN.A,USD,CALIFORNIA U.S.A,2018-08-28,2018-08-28,1997-10-03,1999-01-14,1996-12-31,1998-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001043412,
SF1,115720,BIGX,EXCELSIOR HENDERSON MOTORCYCLE MANUFACTURING CO,NASDAQ,Y,Domestic,300906104,3751,Manufacturing,MOTORCYCLES BICYCLES & PARTS,,Consumer Goods,Consumer Cyclical,Recreational Vehicles,2 - Micro,1 - Nano,,USD,MINNESOTA U.S.A,2018-08-28,2018-08-28,1997-07-25,1999-12-20,1996-12-31,1999-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001017904,
SF1,115721,PLUS1,ROOM PLUS INC,NASDAQ,Y,Domestic,776378101,5700,Retail Trade,RETAIL-HOME FURNITURE FURNISHINGS & EQUIPMENT STORES,,Retail,Consumer Cyclical,Specialty Retail,1 - Nano,1 - Nano,PLUS PLUSW,USD,NEW JERSEY U.S.A,2018-08-28,2018-08-28,1996-11-04,1999-04-26,1996-12-31,1998-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001009773,
SF1,115722,ROSE2,TR FINANCIAL CORP,NASDAQ,Y,Domestic,872630108,6022,Finance Insurance and Real Estate,STATE COMMERCIAL BANKS,,Banking,Financial Services,Banks - Regional - US,3 - Small,2 - Micro,ROSE,USD,NEW YORK U.S.A,2018-08-28,2018-08-28,1993-06-30,1999-02-16,1996-12-31,1998-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000898447,
SF1,115723,PWRH,POWERHOUSE TECHNOLOGIES INC,NASDAQ,Y,Domestic,92656M105 739323103,3578,Manufacturing,CALCULATING & ACCOUNTING MACHINES (NO ELECTRONIC COMPUTERS),,Computers,Technology,Software - Application,2 - Micro,2 - Micro,,USD,GEORGIA U.S.A,2018-08-28,2018-08-28,1991-07-25,1999-06-29,1995-12-31,1999-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000875459,
SF1,115724,PLNS,PLIANT SYSTEMS INC,NASDAQ,Y,Domestic,111309100 729138107,3661,Manufacturing,TELEPHONE & TELEGRAPH APPARATUS,,Electronic Equipment,Technology,Communication Equipment,2 - Micro,1 - Nano,BBTK,USD,NORTH CAROLINA U.S.A,2018-08-28,2018-08-28,1993-07-02,1999-02-11,1996-12-31,2001-06-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000904898,
SF1,115725,RYO,ROYAL OAK MINES INC,NYSEMKT,Y,Domestic,,1040,Mining,GOLD AND SILVER ORES,,Precious Metals,Basic Materials,Gold,2 - Micro,2 - Micro,,USD,WASHINGTON U.S.A,2018-08-28,2018-08-28,1991-07-26,1999-02-12,1996-12-31,1998-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000041304,
SF1,115726,OPTT1,OPTEK TECHNOLOGY INC,NASDAQ,Y,Domestic,683815104,3674,Manufacturing,SEMICONDUCTORS & RELATED DEVICES,,Electronic Equipment,Technology,Semiconductors,2 - Micro,2 - Micro,OPTT,USD,TEXAS U.S.A,2018-08-28,2018-08-28,1987-07-24,1999-06-21,1996-09-30,1999-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000804312,
SF1,115727,HTEC,HYDRON TECHNOLOGIES INC,NASDAQ,Y,Domestic,449020205 449020106,2844,Manufacturing,PERFUMES COSMETICS & OTHER TOILET PREPARATIONS,,Consumer Goods,Consumer Defensive,Household & Personal Products,1 - Nano,1 - Nano,HTECC,USD,FLORIDA U.S.A,2018-08-28,2018-08-28,1986-01-01,1999-04-28,1996-12-31,2010-06-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000028146,
SF1,115728,ASDG,ASD GROUP INC,NASDAQ,Y,Domestic,1988104,8711,Services,SERVICES-ENGINEERING SERVICES,,Business Services,Industrials,Engineering & Construction,1 - Nano,1 - Nano,,USD,NEW YORK U.S.A,2018-08-27,2018-08-27,1997-05-14,1999-02-23,1996-12-31,2001-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001017875,
SF1,115729,EXEC,EXECUSTAY CORP,NASDAQ,Y,Domestic,30150K100,7000,Services,HOTELS ROOMING HOUSES CAMPS & OTHER LODGING PLACES,,Restaraunts Hotels Motels,Industrials,Business Services,2 - Micro,2 - Micro,,USD,MARYLAND U.S.A,2018-08-27,2018-08-27,1997-08-28,1999-03-01,1996-12-31,1998-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001041540,
SF1,115730,NWCM,NEWCOM INC,NASDAQ,Y,Domestic,651093106,3690,Manufacturing,MISCELLANEOUS ELECTRICAL MACHINERY EQUIPMENT & SUPPLIES,,Electrical Equipment,Industrials,Diversified Industrials,2 - Micro,2 - Micro,NWCMW,USD,CALIFORNIA U.S.A,2018-08-27,2018-08-27,1997-09-17,1999-05-25,1996-12-31,1998-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001042100,
SF1,115731,CHG1,CHINA ENERGY RESOURCES CORP,NYSEMKT,Y,ADR,G2109A106,6770,Finance Insurance and Real Estate,BLANK CHECKS,,Trading,Industrials,Conglomerates,1 - Nano,1 - Nano,CHG,USD,MARYLAND U.S.A,2018-08-27,2018-08-27,1997-04-22,1999-08-13,1995-12-31,1998-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000925527,
SF1,115732,DALY,DAILEY INTERNATIONAL INC,NASDAQ,Y,Domestic,23380G106,1389,Mining,OIL & GAS FIELD SERVICES NEC,,Petroleum,Energy,Oil & Gas Equipment & Services,2 - Micro,2 - Micro,,USD,TEXAS U.S.A,2018-08-27,2018-08-27,1996-08-16,1999-02-08,1996-03-31,1999-06-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001015360,
SF1,115733,PAPA,BACK BAY RESTAURANT GROUP INC,NASDAQ,Y,Domestic,05635V103,5810,Retail Trade,RETAIL-EATING & DRINKING PLACES,,Restaraunts Hotels Motels,Consumer Cyclical,Restaurants,1 - Nano,2 - Micro,,USD,MASSACHUSETTS U.S.A,2018-08-27,2018-08-27,1992-03-16,1999-04-05,1996-12-31,1998-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000883299,
SF1,115734,PHYN,PHYSICIAN RELIANCE NETWORK INC,NASDAQ,Y,Domestic,71940G108,8093,Services,SERVICES-SPECIALTY OUTPATIENT FACILITIES NEC,,Healthcare,Healthcare,Medical Care,3 - Small,3 - Small,,USD,TEXAS U.S.A,2018-08-27,2018-08-27,1994-11-25,1999-06-15,1996-12-31,1999-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000930610,
SF1,115735,SHCR,SHERIDAN HEALTHCARE INC,NASDAQ,Y,Domestic,823781109,8093,Services,SERVICES-SPECIALTY OUTPATIENT FACILITIES NEC,,Healthcare,Healthcare,Medical Care,2 - Micro,2 - Micro,,USD,FLORIDA U.S.A,2018-08-27,2018-08-27,1995-11-01,1999-05-05,1996-12-31,1998-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000946489,
SF1,115736,AVEI,ARTERIAL VASCULAR ENGINEERING INC,NASDAQ,Y,Domestic,43013101,3841,Manufacturing,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,,Medical Equipment,Healthcare,Medical Devices,4 - Mid,3 - Small,,USD,CALIFORNIA U.S.A,2018-08-27,2018-08-27,1996-04-04,1999-01-28,1996-12-31,1998-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001007047,
SF1,115737,AMRN1,AMERIN CORP,NASDAQ,Y,Domestic,03070X106,6351,Finance Insurance and Real Estate,SURETY INSURANCE,,Insurance,Financial Services,Insurance - Specialty,3 - Small,2 - Micro,AMRN,USD,ILLINOIS U.S.A,2018-08-27,2018-08-27,1995-11-24,1999-06-09,1996-12-31,1999-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001001603,
SF1,115738,LEVL1,LEVEL ONE COMMUNICATIONS INC,NASDAQ,Y,Domestic,527295109,3674,Manufacturing,SEMICONDUCTORS & RELATED DEVICES,,Electronic Equipment,Technology,Semiconductors,4 - Mid,2 - Micro,LEVL,USD,CALIFORNIA U.S.A,2018-08-27,2018-08-27,1993-08-20,1999-08-09,1997-06-30,1999-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000908985,
SF1,115739,EAGL2,EAGLE HARDWARE & GARDEN INC,NASDAQ,Y,Domestic,26959B101,5211,Retail Trade,RETAIL-LUMBER & OTHER BUILDING MATERIALS DEALERS,,Retail,Consumer Cyclical,Home Improvement Stores,3 - Small,3 - Small,EAGL,USD,WASHINGTON U.S.A,2018-08-27,2018-08-27,1992-07-17,1999-04-01,1996-12-31,1998-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000883683,
SF1,115740,SY1,SHELBY WILLIAMS INDUSTRIES INC,NYSE,Y,Domestic,822135109,2590,Manufacturing,MISCELLANEOUS FURNITURE & FIXTURES,,Consumer Goods,Industrials,Business Equipment,2 - Micro,2 - Micro,SY,USD,ILLINOIS U.S.A,2018-08-27,2018-08-27,1986-01-01,1999-06-14,1996-12-31,1999-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000730564,
SF1,115741,VF,VALLEY FORGE CORP,NYSEMKT,Y,Domestic,919640102,3714,Manufacturing,MOTOR VEHICLE PARTS & ACCESSORIES,,Automobiles and Trucks,Consumer Cyclical,Auto Parts,2 - Micro,2 - Micro,,USD,CALIFORNIA U.S.A,2018-08-27,2018-08-27,1986-01-01,1999-01-15,1996-12-31,1998-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000102680,
SF1,115742,ASW1,AUDITS & SURVEYS WORLDWIDE INC,NYSEMKT,Y,Domestic,50839109,8700,Services,SERVICES-ENGINEERING ACCOUNTING RESEARCH MANAGEMENT,,Business Services,Industrials,Business Services,1 - Nano,2 - Micro,ASW,USD,NEW YORK U.S.A,2018-08-27,2018-08-27,1986-01-01,1999-03-23,1996-12-31,1998-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000099703,
SF1,115743,TAVI,THORN APPLE VALLEY INC,NASDAQ,Y,Domestic,885184101,2011,Manufacturing,MEAT PACKING PLANTS,,Food Products,Consumer Defensive,Packaged Foods,2 - Micro,3 - Small,,USD,MICHIGAN U.S.A,2018-08-27,2018-08-27,1986-01-01,1999-02-23,1996-12-31,1999-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000038851,
SF1,115744,SMIN1,SOUTHERN MINERAL CORP,NASDAQ,Y,Domestic,843367202 843367301,1311,Mining,CRUDE PETROLEUM & NATURAL GAS,,Petroleum,Energy,Oil & Gas E&P,2 - Micro,1 - Nano,SMIN,USD,TEXAS U.S.A,2018-08-27,2018-08-27,1986-01-01,1999-08-04,1996-12-31,2000-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000092223,
SF1,115745,FMY1,MEYER FRED STORES INC,NYSE,Y,Domestic,593098106,5311,Retail Trade,RETAIL-DEPARTMENT STORES,,Retail,Consumer Cyclical,Department Stores,3 - Small,4 - Mid,FMY,USD,OHIO U.S.A,2018-08-27,2018-08-27,1986-10-24,1999-05-27,1992-12-31,1997-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000701169,
SF1,115746,IK,INTERLAKE CORP,NYSE,Y,Domestic,458702107,2540,Manufacturing,PARTITIONS SHELVG LOCKERS & OFFICE & STORE FIXTURES,,Business Supplies,,None,2 - Micro,3 - Small,,USD,ILLINOIS U.S.A,2018-08-27,2018-08-27,1986-01-01,1999-02-10,1996-12-31,1998-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000790929,
SF1,115747,ILJ,INTERSTATE JOHNSON LANE INC,NYSE,Y,Domestic,460892102,6211,Finance Insurance and Real Estate,SECURITY BROKERS DEALERS & FLOTATION COMPANIES,,Trading,Financial Services,Capital Markets,2 - Micro,2 - Micro,,USD,NORTH CAROLINA U.S.A,2018-08-27,2018-08-27,1986-01-01,1999-03-31,1996-12-31,1998-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000771296,
SF1,115748,RAZR,AMERICAN SAFETY RAZOR CO,NASDAQ,Y,Domestic,29362100,3420,Manufacturing,CUTLERY HANDTOOLS & GENERAL HARDWARE,,Construction Materials,Industrials,Tools & Accessories,2 - Micro,3 - Small,,USD,NEW JERSEY U.S.A,2018-08-27,2018-08-27,1993-06-09,1999-06-29,1996-12-31,2001-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000750339,
SF1,115749,CRESY,CRESUD INC,NASDAQ,N,ADR,226406106 P3311R192 P3311R127,6500,Finance Insurance and Real Estate,REAL ESTATE,,Real Estate,Consumer Defensive,Farm Products,3 - Small,4 - Mid,,ARS,ARGENTINA,2018-08-25,2018-08-25,1997-03-19,2018-08-29,2000-06-30,2017-06-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001034957,http://www.cresud.com.ar
SF1,115750,ISNR,INTEGRATED SENSOR SOLUTIONS INC,NASDAQ,Y,Domestic,45814M102,,,,,,,None,2 - Micro,1 - Nano,,USD,,2018-08-23,2018-08-23,1998-03-16,1999-08-16,1997-03-31,1999-06-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000929846,
SF1,115751,HCAP1,HOMECAPITAL INVESTMENT CORP,NASDAQ,Y,Domestic,43738Q101,6163,Finance Insurance and Real Estate,LOAN BROKERS,,Banking,Financial Services,Credit Services,2 - Micro,1 - Nano,HCAP,USD,TEXAS U.S.A,2018-08-23,2018-08-23,1997-07-18,1999-01-27,1995-06-30,1998-06-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000320545,
SF1,115752,MII,MORTON INTERNATIONAL INC,NYSE,Y,Domestic,619335102,2890,Manufacturing,MISCELLANEOUS CHEMICAL PRODUCTS,,Chemicals,Basic Materials,Specialty Chemicals,4 - Mid,4 - Mid,,USD,ILLINOIS U.S.A,2018-08-23,2018-08-23,1989-06-27,1999-06-21,1997-03-31,1999-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001035972,
SF1,115753,NWCA,NEWCARE HEALTH CORP,NASDAQ,Y,Domestic,651053100,8051,Services,SERVICES-SKILLED NURSING CARE FACILITIES,,Healthcare,Healthcare,Long-Term Care Facilities,1 - Nano,2 - Micro,,USD,GEORGIA U.S.A,2018-08-23,2018-08-23,1995-05-01,1999-06-22,1996-12-31,1999-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000923020,
SF1,115754,FCBF,FCB FINANCIAL CORP,NASDAQ,Y,Domestic,301932109,6035,Finance Insurance and Real Estate,SAVINGS INSTITUTION FEDERALLY CHARTERED,,Banking,Financial Services,Banks - Regional - US,2 - Micro,1 - Nano,,USD,WISCONSIN U.S.A,2018-08-23,2018-08-23,1993-09-27,1999-06-07,1996-12-31,1998-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000906195,
SF1,115755,HVY,HARVEYS CASINO RESORTS,NYSE,Y,Domestic,417826104,7990,Services,SERVICES-MISCELLANEOUS AMUSEMENT & RECREATION,,Entertainment,Consumer Cyclical,Leisure,2 - Micro,2 - Micro,,USD,NEVADA U.S.A,2018-08-23,2018-08-23,1994-02-16,1999-02-02,1996-12-31,1998-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000914022,
SF1,115756,ETRC,EQUITRAC CORPORATION,NASDAQ,Y,Domestic,294599105,3571,Manufacturing,ELECTRONIC COMPUTERS,,Computers,Technology,Computer Systems,2 - Micro,2 - Micro,,USD,FLORIDA U.S.A,2018-08-23,2018-08-23,1992-06-15,1999-08-06,1996-12-31,1999-06-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000886761,
SF1,115757,NIN,NINE WEST GROUP INC,NYSE,Y,Domestic,65440D102,3140,Manufacturing,FOOTWEAR (NO RUBBER),,Consumer Goods,Consumer Cyclical,Footwear & Accessories,3 - Small,3 - Small,,USD,NEW YORK U.S.A,2018-08-23,2018-08-23,1993-02-04,1999-06-15,1996-12-31,1999-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000887124,
SF1,115758,SJK,ST JOHN KNITS INC,NYSE,Y,Domestic,790289102,2253,Manufacturing,KNIT OUTERWEAR MILLS,,Textiles,,None,3 - Small,2 - Micro,,USD,CALIFORNIA U.S.A,2018-08-23,2018-08-23,1993-03-12,1999-07-06,1996-09-30,1998-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000896100,
SF1,115759,DSPT,DSP TECHNOLOGY INC,NASDAQ,Y,Domestic,233321108,3825,Manufacturing,INSTRUMENTS FOR MEAS & TESTING OF ELECTRICITY & ELEC SIGNALS,,Measuring and Control Equipment,Technology,Semiconductor Equipment & Materials,1 - Nano,1 - Nano,,USD,CALIFORNIA U.S.A,2018-08-23,2018-08-23,1986-04-29,1999-05-28,1996-12-31,1998-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000773720,
SF1,115760,USF,UNITED STATES FILTER CORP,NYSE,Y,Domestic,911843209 911843AB6,3580,Manufacturing,REFRIGERATION & SERVICE INDUSTRY MACHINERY,,Machinery,Industrials,Diversified Industrials,4 - Mid,4 - Mid,,USD,CALIFORNIA U.S.A,2018-08-23,2018-08-23,1986-01-01,1999-04-29,1996-12-31,1998-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000318025,
SF1,115761,AATI1,ANALYSIS & TECHNOLOGY INC,NASDAQ,Y,Domestic,32672107,8711,Services,SERVICES-ENGINEERING SERVICES,,Business Services,Industrials,Engineering & Construction,2 - Micro,2 - Micro,AATI,USD,CONNECTICUT U.S.A,2018-08-23,2018-08-23,1986-02-12,1999-06-22,1996-12-31,1998-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000310876,
SF1,115762,ATI1,AIRTOUCH COMMUNICATIONS INC,NYSE,Y,Domestic,00949T209,4812,Transportation Communications Electric Gas and Sanitary Service,RADIOTELEPHONE COMMUNICATIONS,,Communication,Communication Services,Telecom Services,5 - Large,4 - Mid,ATI,USD,CALIFORNIA U.S.A,2018-08-23,2018-08-23,1993-12-06,1999-06-29,1996-12-31,1999-06-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000904255,
SF1,115763,UC,UNITED COMPANIES FINANCIAL CORP,NYSE,Y,Domestic,909870107 909870206,6141,Finance Insurance and Real Estate,PERSONAL CREDIT INSTITUTIONS,,Banking,Financial Services,Credit Services,3 - Small,3 - Small,,USD,LOUISIANA U.S.A,2018-08-23,2018-08-23,1986-01-01,1999-03-05,1996-12-31,1998-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000217416,
SF1,115764,ENSO,ENVIROSOURCE INC,NASDAQ,Y,Domestic,29409K101 663900108 29409K606,5090,Wholesale Trade,WHOLESALE-MISC DURABLE GOODS,,Wholesale,Consumer Cyclical,Leisure,2 - Micro,2 - Micro,,USD,PENNSYLVANIA U.S.A,2018-08-23,2018-08-23,1986-02-21,1999-09-01,1996-12-31,2001-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000106752,
SF1,115765,OHRI,OCCUPATIONAL HEALTH & REHABILITATION INC,NASDAQ,Y,Domestic,674617105 87969G100,8000,Services,SERVICES-HEALTH SERVICES,,Healthcare,Healthcare,Medical Care,1 - Nano,2 - Micro,TELR,USD,MASSACHUSETTS U.S.A,2018-08-23,2018-08-23,1993-05-12,1999-06-03,1996-09-30,2005-06-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000887757,
SF1,115766,SIMA,SONICS & MATERIALS INC,NASDAQ,Y,Domestic,,3690,Manufacturing,MISCELLANEOUS ELECTRICAL MACHINERY EQUIPMENT & SUPPLIES,,Electrical Equipment,Industrials,Diversified Industrials,1 - Nano,1 - Nano,SIMAW,USD,CONNECTICUT U.S.A,2018-08-22,2018-08-22,1996-02-28,1999-04-13,1996-12-31,2002-06-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001000166,
SF1,115767,DENT,DENTAL CARE ALLIANCE INC,NASDAQ,Y,Domestic,248725103,8741,Services,SERVICES-MANAGEMENT SERVICES,,Business Services,Technology,Health Information Services,2 - Micro,1 - Nano,,USD,FLORIDA U.S.A,2018-08-22,2018-08-22,1997-11-05,1999-03-12,1996-12-31,1998-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001044914,
SF1,115768,NXTR,NEXSTAR PHARMACEUTICALS INC,NASDAQ,Y,Domestic,65333B106,2834,Manufacturing,PHARMACEUTICAL PREPARATIONS,,Pharmaceutical Products,Healthcare,Biotechnology,3 - Small,2 - Micro,,USD,COLORADO U.S.A,2018-08-22,2018-08-22,1994-01-31,1999-07-29,1996-12-31,1999-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000915359,
SF1,115769,CST1,CHRISTIANA COMPANIES INC,NYSE,Y,Domestic,170819106,4220,Transportation Communications Electric Gas and Sanitary Service,PUBLIC WAREHOUSING & STORAGE,,Business Services,,None,2 - Micro,2 - Micro,CST,USD,WISCONSIN U.S.A,2018-08-22,2018-08-22,1986-01-01,1999-02-05,1996-12-31,1998-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000020104,
SF1,115770,MFAC1,MARKET FACTS INC,NASDAQ,Y,Domestic,570559104,8700,Services,SERVICES-ENGINEERING ACCOUNTING RESEARCH MANAGEMENT,,Business Services,Industrials,Business Services,2 - Micro,2 - Micro,MFAC,USD,ILLINOIS U.S.A,2018-08-25,2018-08-22,1986-01-01,1999-06-10,1996-12-31,1999-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000062465,
SF1,115771,OSL,OSULLIVAN CORP,NYSEMKT,Y,Domestic,688605104,3081,Manufacturing,UNSUPPORTED PLASTICS FILM & SHEET,,Rubber and Plastic Products,Industrials,Diversified Industrials,2 - Micro,2 - Micro,,USD,VIRGINIA U.S.A,2018-08-22,2018-08-22,1986-01-01,1999-08-23,1996-12-31,1999-06-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000075072,
SF1,115772,BRTL1,BRISTOL RETAIL SOLUTIONS INC,NASDAQ,Y,Domestic,110202108,5040,Wholesale Trade,WHOLESALE-PROFESSIONAL & COMMERCIAL EQUIPMENT & SUPPLIES,,Wholesale,Industrials,Pollution & Treatment Controls,1 - Nano,1 - Nano,BRTL BRTLW,USD,CALIFORNIA U.S.A,2018-08-22,2018-08-22,1996-11-18,1999-08-02,1996-12-31,2001-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001016657,
SF1,115773,FFWD,WOOD BANCORP INC,NASDAQ,Y,Domestic,978237105,6035,Finance Insurance and Real Estate,SAVINGS INSTITUTION FEDERALLY CHARTERED,,Banking,Financial Services,Banks - Regional - US,2 - Micro,1 - Nano,,USD,OHIO U.S.A,2018-08-22,2018-08-22,1993-09-01,1999-07-08,1996-12-31,1999-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000906346,
SF1,115774,ITR,INTEGRATED TRANSPORTATION NETWORK GROUP INC,NYSEMKT,Y,Domestic,45814H103,7510,Services,SERVICES-AUTO RENTAL & LEASING (NO DRIVERS),,Personal Services,Industrials,Rental & Leasing Services,1 - Nano,1 - Nano,,USD,NEW YORK U.S.A,2018-08-22,2018-08-22,1999-05-03,1999-08-23,1996-12-31,1999-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001057561,
SF1,115775,STER,STERIGENICS INTERNATIONAL INC,NASDAQ,Y,Domestic,85915R105,8090,Services,SERVICES-MISC HEALTH & ALLIED SERVICES NEC,,Healthcare,Healthcare,Medical Care,2 - Micro,2 - Micro,,USD,CALIFORNIA U.S.A,2018-08-22,2018-08-22,1997-08-15,1999-07-20,1996-12-31,1999-03-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001009988,
SF1,115776,KTIC,KAYNAR TECHNOLOGIES INC,NASDAQ,Y,Domestic,486605108,3724,Manufacturing,AIRCRAFT ENGINES & ENGINE PARTS,,Aircraft,Industrials,Aerospace & Defense,2 - Micro,2 - Micro,,USD,VIRGINIA U.S.A,2018-08-22,2018-08-22,1997-05-07,1999-04-20,1996-12-31,1998-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000917193,
SF1,115777,TUBY,TUBBYS INC,NASDAQ,Y,Domestic,,5812,Retail Trade,RETAIL-EATING  PLACES,,Restaraunts Hotels Motels,Consumer Cyclical,Restaurants,1 - Nano,1 - Nano,,USD,MICHIGAN U.S.A,2018-08-22,2018-08-22,1986-01-01,1999-05-05,1996-12-31,1999-12-31,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000725398,
SF1,115778,PLU,PLUMA INC,NYSE,Y,Domestic,729272104,2253,Manufacturing,KNIT OUTERWEAR MILLS,,Textiles,,None,2 - Micro,2 - Micro,,USD,NORTH CAROLINA U.S.A,2018-08-22,2018-08-22,1997-03-12,1999-05-13,1996-12-31,1999-06-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000829044,
SF1,115779,CXOT,COMMODORE SEPARATION TECHNOLOGIES INC,NASDAQ,Y,Domestic,202909107,3559,Manufacturing,SPECIAL INDUSTRY MACHINERY NEC,,Machinery,Technology,Semiconductor Equipment & Materials,1 - Nano,1 - Nano,CXOTP CXOTW,USD,NEW YORK U.S.A,2018-08-22,2018-08-22,1997-04-04,1999-02-18,1996-06-30,1999-09-30,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001022381,
